バージョン,タイトル,ジャンル,アーティスト,プレー回数,BEGINNER 難易度,BEGINNER スコア,BEGINNER PGreat,BEGINNER Great,BEGINNER ミスカウント,BEGINNER クリアタイプ,BEGINNER DJ LEVEL,NORMAL 難易度,NORMAL スコア,NORMAL PGreat,NORMAL Great,NORMAL ミスカウント,NORMAL クリアタイプ,NORMAL DJ LEVEL,HYPER 難易度,HYPER スコア,HYPER PGreat,HYPER Great,HYPER ミスカウント,HYPER クリアタイプ,HYPER DJ LEVEL,ANOTHER 難易度,ANOTHER スコア,ANOTHER PGreat,ANOTHER Great,ANOTHER ミスカウント,ANOTHER クリアタイプ,ANOTHER DJ LEVEL,LEGGENDARIA 難易度,LEGGENDARIA スコア,LEGGENDARIA PGreat,LEGGENDARIA Great,LEGGENDARIA ミスカウント,LEGGENDARIA クリアタイプ,LEGGENDARIA DJ LEVEL,最終プレー日時
8th style,murmur twins,CUDDLECORE,yu_tokiwa.djw,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,12,0,0,0,---,FAILED,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
8th style,MUSIC TO YOUR HEAD,TECHNO,SLAKE,0,0,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
8th style,PLEASE DON'T GO,DISCO,ASLETICS,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,10,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
8th style,rainbow flyer,TRANCE,dj TAKA,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,11,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
8th style,symbolic,TECHNO,TaQ,0,0,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
8th style,thunder,HOUSE,Lion MUSASHI,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
8th style,World Wide Love,POPS,MTO,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,5,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
8th style,xenon,ELECTROSHOCK,Mr.T,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
8th style,桜,SPIRITUAL,Reven-G,0,0,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,FAILED,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
8th style,蒼い衝動,J-TRANCE,NAOKI feat.YUKI,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,9,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
9th style,Abyss -The Heavens Remix-,TRANCE CORE,dj TAKA Remixed by Ryu☆,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,ASSIST CLEAR,---,9,0,0,0,---,CLEAR,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
9th style,ACT,RAVE,RAM,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,10,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
9th style,BAD BOY BASS!! (dj Remo-con MIX),NRG,Y&Co.,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
9th style,bag,SPIRITUAL,Reven-G,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
9th style,BRIGHTNESS DARKNESS,ROCOCO TEK,SPARKER,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
9th style,Cradle,HEALIN' HARDCORE,positive MA feat.akino,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
9th style,Distress,MIXTURE,dj TAKA Remixed by TaQ,0,0,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
9th style,e-motion 2003  -romantic extra-,TRANCE,e.o.s. Remixed by dj TAKA,0,0,0,0,0,---,NO PLAY,---,8,0,0,0,---,FAILED,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
9th style,Golden Horn,TURKISH PIANO'N'BASS,Osamu Kubota,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,11,0,0,0,---,FAILED,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
9th style,HYPER EUROBEAT (2DX style),EUROBEAT,NAOKI feat.PAULA TERRY,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
9th style,I Was The One (80's EUROBEAT STYLE),EUROBEAT,good-cool Remixed by NAOKI,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,8,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
9th style,Karma,DRUM'N'BASS,TaQ,0,0,0,0,0,---,NO PLAY,---,8,0,0,0,---,FAILED,---,11,0,0,0,---,HARD CLEAR,---,12,0,0,0,---,FAILED,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
9th style,lights,SOUL,flare,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,10,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
9th style,lower world,TECHNO,D.J.SETUP,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,ASSIST CLEAR,---,10,0,0,0,---,HARD CLEAR,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
9th style,moon_child,POST ROCK,少年ラジオ,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,11,0,0,0,---,CLEAR,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
9th style,one or eight,HARDCORE RAVE,sampling masters AYA,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,ASSIST CLEAR,---,8,0,0,0,---,CLEAR,---,10,0,0,0,---,CLEAR,---,12,0,0,0,---,NO PLAY,---,2025-09-17 12:42
9th style,quasar,TRANCE,OutPhase,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,ASSIST CLEAR,---,11,0,0,0,---,CLEAR,---,12,0,0,0,---,FAILED,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
9th style,Quickening,PSYCHEDELIC,dj TAKA,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,ASSIST CLEAR,---,7,0,0,0,---,CLEAR,---,10,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
9th style,rottel-the-Mercury,GABBA,sampling masters MEGA,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
9th style,Silvia Drive,HAPPY HANDBAG,dj TAKA feat.Noria,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,11,0,0,0,---,FAILED,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
9th style,SNOW,DRUM'N'BASS,RAM,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
9th style,STAR FIELD,TRANCE,SADA,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
9th style,Sweet Sweet Magic,HAPPY HARDCORE,jun,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
9th style,SWEETEST SAVAGE,HIP HOP,ASLETICS,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,11,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
9th style,ライオン好き,ボデー,AKIRA YAMAOKA,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
9th style,真夏の花・真夏の夢,HOUSE,Sana,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,1585,670,245,34,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-11-28 12:26
10th style,1st Samurai,お江戸テクノ,sampling masters MEGA,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
10th style,ALIEN TEMPLE,PSYCHEDELIC TRANCE,PINK PONG,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
10th style,ASTRAL VOYAGE,DREAM TECHNO,EeL,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,FAILED,---,10,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
10th style,BABY LOVE,ITALO POP,Noria,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,11,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
10th style,Back Into The Light,2STEP POP TRANCE,Sota Fujimori,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,10,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
10th style,Boundary,ROCOCO TEK,SPARKER,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,9,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
10th style,CARRY ON NIGHT (English version),EUROBEAT,platoniX (EURO style),0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
10th style,Daisuke,EUROBEAT,Y&Co.,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
10th style,Debtty Daddy,ETHNO HARDCORE,sampling masters AYA,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
10th style,DoLL,HYPER J-POP FOUR,ＴЁЯＲＡ,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,9,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
10th style,EXE,ELECTROSHOCK,Mr.T,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
10th style,Feedback,BREAK BEATS,Audio Highs,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,FAILED,---,10,0,0,0,---,FAILED,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
10th style,Freezing atmosphere,NATURAL SOUND,Twin AmadeuS,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
10th style,GHOST REVIVAL,GOA TRANCE,L.E.D.,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,1882,750,382,88,EASY CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-12-08 17:01
10th style,GRADIUS -FULL SPEED-,GAME MUSIC,Mr.T,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,11,0,0,0,---,FAILED,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
10th style,HIGH,RAVE,RAM,2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,10,0,0,0,---,CLEAR,---,11,2426,1087,252,137,CLEAR,AA,2025-11-19 19:29
10th style,Innocent Walls,TECHNO,TaQ,0,0,0,0,0,---,NO PLAY,---,8,0,0,0,---,ASSIST CLEAR,---,10,0,0,0,---,FAILED,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
10th style,Love Is Eternity,TRANCE,kors k,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,12,0,0,0,---,FAILED,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
10th style,Lucy,DANCE POP,ELE BLOCK,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
10th style,Narcissus At Oasis,ARTCORE,Ryu☆,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,FAILED,---,10,0,0,0,---,CLEAR,---,11,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
10th style,No.13,PROGRESSIVE BAROQUE,TAKA respect for J.S.B.,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,FAILED,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
10th style,One More Lovely,HAPPY,Risk Junk,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
10th style,pandora,TRANCE,dj TAKA feat.Tomomi,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,11,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
10th style,rainbow rainbow,HAPPY HARDCORE,Ryu☆,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,ASSIST CLEAR,---,9,0,0,0,---,CLEAR,---,11,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
10th style,Rise'n Beauty,TRANCE,Sota feat. Cyborg Akemi,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,11,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
10th style,SCORE,TECH HOUSE,DJ Remo-con,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
10th style,SHOOTING STAR,J-POP,小坂りゆ,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
10th style,SPACE FIGHT,戦艦テクノ,AKIRA YAMAOKA,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
10th style,システムロマンス,ムートラ(ムードトランス),ヒロシ＆チー子,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
IIDX RED,AA,RENAISSANCE,D.J.Amuro,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,12,0,0,0,---,FAILED,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
IIDX RED,AGEHA,HAPPY HARDCORE,Ryu☆,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,CLEAR,---,2025-09-17 12:42
IIDX RED,ANDROMEDA,PSYCHEDELIC GOA TRANCE,Sota Fujimori,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,11,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
IIDX RED,awakening,TRANCE,AKIRA YAMAOKA,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,9,0,0,0,---,FAILED,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
IIDX RED,Be quiet,HARD DANCE,Ryu☆,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,FAILED,---,11,0,0,0,---,CLEAR,---,12,0,0,0,---,NO PLAY,---,2025-09-17 12:42
IIDX RED,BLOCKS,TRANCE,SPARKER,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,12,0,0,0,---,FAILED,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
IIDX RED,BREATH,ROCOCO TEK,SPARKER,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,0,0,0,---,FAILED,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
IIDX RED,Click Again,CLICK HOUSE,dj REMO-CON,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
IIDX RED,Close my Eyes for Me,AMERICA,D-crew feat.DENNIS GUNN(DJ Yoshitaka SCRATCHING),0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
IIDX RED,Don't be afraid myself,J-POP,platoniX with ray.D,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
IIDX RED,earth scape,PIANO BALLAD,dj TAKA,0,0,0,0,0,---,NO PLAY,---,2,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
IIDX RED,Fly Away To India,DANCE POP,Baby Weapon feat.KAJIL,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
IIDX RED,HORIZON,HAPPY HARDCORE,LIA,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,ASSIST CLEAR,---,7,0,0,0,---,CLEAR,---,9,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
IIDX RED,KEY,BEAT ROCK,colors,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
IIDX RED,NEBULA GRASPER,PSYCHEDELIC TRANCE,L.E.D.,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,9,0,0,0,---,CLEAR,---,11,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
IIDX RED,Raspberry Heart(English version),COLORFUL HARDCORE,jun feat. PAULA TERRY,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
IIDX RED,RED ZONE,SPEED RAVE,Tatsh&NAOKI,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,11,0,0,0,---,CLEAR,---,12,2229,927,375,77,CLEAR,A,2025-12-04 17:00
IIDX RED,RESONATE 1794,HARD SONATA,KOHTA,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,11,0,0,0,---,FAILED,---,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
IIDX RED,Secret of Love,DRUM'N'BASS,D.J.SWAN,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
IIDX RED,SPEEDY CAT,EUROBEAT,Y&Co.,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,ASSIST CLEAR,---,9,0,0,0,---,CLEAR,---,10,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
IIDX RED,Sphere,MEDIEVAL CHOIR,Tatsh feat. K.Nayuki,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,12,0,0,0,---,FAILED,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
IIDX RED,spiral galaxy,PSYCHEDELIC TECHNO,D.J.SETUP,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,FAILED,---,10,0,0,0,---,CLEAR,---,12,0,0,0,---,NO PLAY,---,2025-09-17 12:42
IIDX RED,ピアノ協奏曲第１番”蠍火”,DIRGE,virkato,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,12,0,0,0,---,FAILED,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
IIDX RED,大桟橋,JAPAN,ウッチーズ,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
IIDX RED,太陽～T・A・I・Y・O～,CYBER J-EURO,NAOKI feat.星野奏子,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
IIDX RED,ＵＬＴｉＭΛＴＥ,HYPER J-POP FIVE,ＴЁЯＲＡ,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
HAPPY SKY,100％ minimoo-G,SYNTHETIC PROGRESSIVE ROCK,Sota Fujimori,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,11,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
HAPPY SKY,Agnus Dei,GOTHIC METAL,あさき,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,11,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
HAPPY SKY,alla turca con passione,NATURAL SOUND,Twin AmadeuS,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
HAPPY SKY,Aurora,TRANCE CORE,Ryu☆,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,11,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
HAPPY SKY,CaptivAte～浄化～,NOSTALISH REQUIEM,A/I,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,CLEAR,---,9,0,0,0,---,CLEAR,---,11,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
HAPPY SKY,double thrash,BATTLE2005,414,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 12:42
